,tenure,OnlineSecurity,Contract,MonthlyCharges,TotalCharges
2238,1.0,0,0,95.85,5377
2392,20.0,0,0,90.7,1139
3879,1.0,0,0,45.75,3209
4313,23.0,0,0,79.1,1144
1148,2.0,0,0,95.15,1356
4749,5.0,0,0,49.2,1535
6545,9.0,2,0,74.65,4623
5015,34.0,0,0,65.0,1530
4821,56.0,0,1,54.05,2165
4937,36.0,2,1,76.35,1936
1213,69.0,1,2,20.2,661
5428,9.0,0,0,89.45,5181
4136,47.0,1,1,19.9,5359
6437,19.0,1,2,24.9,3318
4528,44.0,0,0,88.15,2853
5911,7.0,2,0,34.2,1901
3717,29.0,0,0,48.95,517
3788,54.0,2,2,109.75,4176
3846,8.0,0,0,45.45,2937
5675,3.0,0,0,69.6,1466
1344,28.0,1,0,20.5,3895
5855,55.0,2,0,50.55,2089
3413,29.0,0,0,87.8,1947
1094,41.0,0,1,68.5,2094
6938,67.0,0,2,69.9,3287
5455,6.0,1,0,19.7,464
653,17.0,1,0,24.8,3376
6501,67.0,0,1,105.7,4499
1766,27.0,1,1,20.55,4017
4257,49.0,0,0,99.4,3567
4326,1.0,0,0,89.1,5246
3017,18.0,2,1,61.5,153
3590,50.0,1,1,19.85,5361
4788,59.0,0,2,54.15,2294
6678,19.0,1,2,20.85,3317
1115,39.0,0,2,53.85,1580
35,72.0,2,2,99.9,4704
3019,22.0,0,0,55.15,334
2924,11.0,0,0,74.55,5090
941,13.0,0,0,30.15,2754
4489,64.0,0,1,53.85,2483
366,23.0,2,0,59.95,648
850,72.0,2,2,115.8,5165
2836,49.0,0,0,98.7,3501
5658,24.0,0,0,93.0,1623
22,1.0,1,0,20.15,1393
3299,68.0,2,1,117.2,5026
1093,71.0,2,2,100.45,4678
1127,23.0,2,1,66.25,842
1277,72.0,1,2,20.1,519
1540,63.0,0,0,80.3,3467
6099,71.0,1,2,24.7,1179
357,64.0,0,2,105.25,4502
2523,47.0,1,2,20.25,5227
1519,2.0,2,0,42.6,4689
2869,6.0,0,0,91.1,3256
718,26.0,0,0,50.35,449
1745,56.0,1,2,19.8,206
4671,25.0,0,0,100.25,1735
1521,37.0,2,1,67.45,1795
4228,1.0,0,0,68.5,4492
3026,16.0,0,0,84.95,598
1233,70.0,1,2,24.7,1029
2497,4.0,1,0,19.6,5331
5557,5.0,0,0,80.2,2764
2046,1.0,0,0,24.7,1751
6891,4.0,2,0,29.05,465
2399,12.0,0,0,49.85,4204
376,1.0,0,0,25.35,1846
1884,27.0,2,1,55.45,768
2433,9.0,2,1,50.8,3296
741,2.0,2,0,80.45,581
3991,4.0,0,0,93.5,2641
2895,37.0,1,1,19.85,4682
2575,35.0,1,0,19.25,4206
4787,4.0,2,0,54.7,1708
6268,22.0,1,1,20.85,3214
4482,7.0,0,0,74.9,3767
4207,21.0,2,0,43.55,24
3264,10.0,0,0,91.1,5401
7033,38.0,0,0,69.5,1950
6427,41.0,1,2,20.15,5023
702,29.0,0,0,84.9,1865
2972,72.0,2,2,65.25,3188
4479,59.0,1,2,24.45,778
5146,11.0,0,0,86.2,5261
2076,14.0,0,1,59.1,4895
3133,70.0,0,1,51.05,2652
5809,6.0,0,0,85.95,3628
2061,7.0,0,0,48.7,2487
2588,8.0,0,0,49.4,2919
3885,3.0,0,0,74.95,1511
2870,57.0,0,2,107.95,4089
5173,4.0,0,0,44.8,1037
1561,1.0,0,0,74.95,4770
6002,6.0,0,0,82.85,3280
6303,71.0,0,2,109.25,4889
4711,32.0,1,1,19.8,4150
6071,72.0,2,2,105.55,4827
1934,3.0,2,0,79.1,1809
7038,24.0,2,1,84.8,1382
2614,67.0,2,1,94.35,4284
2886,60.0,2,0,104.95,4229
408,1.0,1,0,19.9,1290
6332,68.0,2,2,105.25,4684
3736,8.0,1,1,20.2,639
4833,41.0,1,1,19.75,5033
983,1.0,0,0,86.6,5200
3626,23.0,0,0,55.3,456
2069,1.0,2,0,95.6,5375
4061,14.0,2,0,50.1,4645
47,2.0,0,0,80.65,708
1122,19.0,0,1,44.85,5262
4758,56.0,1,2,19.7,87
4957,13.0,1,0,20.4,1858
1199,17.0,2,0,78.9,561
1208,1.0,0,0,80.25,5011
5741,19.0,0,0,99.95,1329
1726,30.0,0,0,49.9,717
1901,12.0,1,1,20.15,1929
4959,1.0,1,0,20.15,1393
5117,66.0,2,2,61.35,3005
1653,58.0,1,2,20.75,307
6682,69.0,0,2,92.45,4335
1212,7.0,0,0,69.55,3660
3222,2.0,0,0,44.9,187
1986,69.0,0,2,93.3,4314
1569,15.0,0,0,46.3,4307
4417,1.0,0,0,70.45,4602
1682,72.0,2,2,85.25,4157
2338,72.0,1,2,19.95,516
5930,72.0,2,2,84.7,4210
3794,8.0,0,0,54.75,3171
2460,48.0,1,2,19.55,5238
1100,15.0,1,0,24.8,2381
4874,38.0,2,0,83.9,2377
5104,18.0,1,2,20.1,2692
2,2.0,2,0,53.85,140
2552,47.0,1,1,26.9,408
1049,1.0,1,0,19.65,1285
3283,69.0,1,1,20.35,720
2968,3.0,0,0,90.4,1995
2313,43.0,0,1,104.3,3173
1939,1.0,1,0,21.05,1497
2312,18.0,1,1,20.1,2874
6638,57.0,1,2,20.75,204
3282,60.0,0,1,102.5,4200
896,71.0,2,2,116.1,5119
73,62.0,1,2,24.25,687
2161,2.0,0,0,75.8,921
4606,11.0,1,2,25.0,2198
3072,61.0,2,1,79.4,3420
3360,13.0,0,0,83.2,106
1151,1.0,1,0,18.85,1166
5807,57.0,1,2,18.8,169
1017,64.0,1,1,24.4,926
5185,50.0,2,1,70.8,2541
4079,10.0,2,0,78.15,4869
1692,39.0,0,1,25.25,5367
4272,56.0,1,2,25.15,521
1092,70.0,2,2,64.95,3233
2255,1.0,2,0,51.2,3606
10,13.0,2,0,49.95,4029
4094,1.0,0,0,74.0,4760
1783,1.0,0,0,71.65,4651
995,35.0,0,0,85.3,2139
5531,68.0,2,1,44.8,2184
4873,7.0,1,0,19.3,712
2551,12.0,1,0,19.45,1645
5954,20.0,2,0,55.0,274
6977,24.0,0,0,49.7,355
2696,68.0,2,2,38.9,2019
1186,58.0,2,1,61.05,2542
5395,5.0,0,0,81.0,2802
3166,14.0,0,0,48.8,4418
870,72.0,2,2,98.2,4618
551,72.0,2,2,115.6,5089
5276,46.0,2,1,56.9,1903
179,61.0,1,1,20.55,409
2463,8.0,0,0,85.65,4392
5913,26.0,2,1,87.15,1647
1419,63.0,1,2,19.15,292
4198,52.0,1,2,23.05,417
2482,2.0,0,0,45.0,5252
4504,37.0,1,1,20.15,4942
3156,25.0,1,0,19.05,3282
5383,36.0,0,0,84.75,2247
5329,25.0,0,0,34.0,5180
5605,10.0,0,0,60.2,3896
6139,3.0,1,0,20.2,3548
5238,33.0,0,1,53.75,1229
2920,72.0,2,2,85.1,4199
1537,72.0,0,2,78.95,3956
2135,56.0,2,0,106.6,4039
4212,1.0,0,0,90.6,5273
344,41.0,1,1,20.25,5207
307,29.0,0,2,75.55,1457
6829,8.0,1,2,19.6,404
2462,1.0,2,0,70.45,4602
5561,1.0,1,0,20.65,1403
1004,21.0,1,0,20.0,2988
4564,1.0,1,0,20.0,1390
6826,4.0,1,0,20.7,5110
2173,4.0,0,0,86.05,2262
5219,1.0,1,0,20.6,1402
2962,3.0,0,0,31.0,5372
689,51.0,0,0,83.4,2970
3888,1.0,0,0,80.15,5009
909,71.0,0,2,111.25,5000
400,32.0,1,1,19.75,4232
4223,3.0,0,0,70.3,1573
1380,61.0,0,1,98.45,4191
6926,56.0,0,0,73.85,2923
4930,1.0,0,0,44.55,3141
3323,28.0,1,0,20.25,3740
1131,14.0,2,0,64.7,5358
4301,66.0,1,2,19.75,552
4745,34.0,0,0,100.45,2498
49,69.0,2,2,64.15,3039
5355,48.0,2,0,95.4,3165
5132,71.0,2,1,66.2,3336
3577,36.0,0,1,65.4,1838
7024,44.0,2,0,84.8,2646
3206,6.0,1,0,20.0,156
3868,21.0,0,0,74.05,886
1442,52.0,2,1,100.3,3685
771,15.0,0,0,93.35,723
6909,1.0,2,0,53.55,3713
1786,38.0,0,0,84.25,2402
5398,2.0,1,0,19.75,2810
3660,7.0,0,1,35.5,1830
1149,13.0,0,0,96.65,271
2914,32.0,0,1,64.85,1421
6362,2.0,0,0,74.9,574
5697,70.0,0,1,109.5,4878
1019,23.0,1,0,19.5,3343
1852,1.0,0,0,46.2,3275
3514,60.0,2,2,110.6,4388
5079,15.0,0,0,95.7,734
786,72.0,2,2,55.3,2857
5324,24.0,0,1,54.6,394
4615,72.0,2,2,64.75,3408
497,70.0,1,2,19.8,633
5218,0.0,1,1,19.7,0
6863,48.0,2,1,60.6,2186
4778,62.0,1,2,24.4,662
511,61.0,2,0,106.45,4261
4026,72.0,2,2,114.3,5031
65,3.0,0,0,75.3,1787
6753,56.0,2,1,68.75,2753
6929,25.0,1,0,20.05,3350
4372,1.0,1,0,20.15,1393
4465,31.0,0,1,50.05,831
6834,15.0,0,2,38.8,4127
2916,51.0,2,0,44.45,1551
2113,45.0,0,1,95.0,3111
6801,19.0,0,1,89.35,1031
5767,65.0,0,2,59.8,2749
4867,34.0,0,0,100.85,2580
434,41.0,1,2,19.75,5267
269,71.0,1,2,24.25,1083
4395,69.0,0,0,103.95,4788
1635,3.0,0,1,69.95,1574
6445,4.0,2,0,90.65,2670
4662,22.0,1,0,20.15,3082
4370,21.0,2,1,80.9,1063
423,44.0,1,1,25.7,192
3603,2.0,0,0,45.85,5042
6730,15.0,1,1,19.65,2435
3740,2.0,0,0,71.65,564
6804,5.0,2,0,90.35,3094
2798,10.0,0,0,94.9,80
5037,2.0,0,0,79.65,825
4253,22.0,0,0,88.75,1259
1774,1.0,2,0,48.75,3402
213,29.0,1,1,20.0,3763
5045,35.0,0,0,80.05,2090
5901,49.0,0,0,84.5,3040
4277,6.0,1,0,20.95,159
5073,22.0,0,1,49.45,58
5737,18.0,2,0,83.25,935
5800,17.0,0,0,80.05,553
1153,52.0,2,1,64.3,2497
82,7.0,0,0,75.15,3520
1514,63.0,1,2,19.5,348
5887,17.0,2,0,50.3,5162
2565,13.0,1,2,25.0,2434
1857,65.0,2,2,58.9,2776
193,72.0,2,2,109.7,5062
606,38.0,2,2,81.0,2265
5356,26.0,2,1,35.4,5419
4696,59.0,0,2,95.8,3910
2125,67.0,2,2,75.5,3670
927,13.0,0,0,81.15,5380
2150,21.0,0,0,84.1,1088
5402,9.0,1,2,20.35,1306
3256,61.0,2,1,84.9,3691
6747,52.0,2,1,35.45,1351
5031,9.0,0,0,101.5,5284
1624,56.0,0,1,98.25,3826
6521,18.0,1,2,25.1,3053
3423,1.0,2,0,50.6,3548
229,47.0,2,2,85.3,2929
1385,48.0,2,2,102.5,3486
2491,42.0,1,0,20.35,5221
5903,52.0,2,2,91.6,3293
184,13.0,0,0,79.25,194
4946,4.0,0,0,81.0,2490
4030,5.0,0,0,51.0,2104
3436,25.0,1,1,19.5,3637
4526,13.0,2,0,73.75,5386
1689,7.0,2,0,58.85,3303
6659,72.0,2,2,92.3,4452
5829,31.0,2,1,59.95,1217
4354,59.0,1,2,20.2,319
6349,35.0,1,2,19.7,4727
3637,9.0,1,0,20.25,1135
3560,7.0,0,0,43.9,2058
6122,17.0,1,1,19.55,2076
2065,34.0,0,0,85.35,2124
3542,29.0,2,1,55.35,966
576,31.0,2,1,98.05,2264
766,22.0,0,0,78.85,924
5115,46.0,2,2,65.65,2243
5976,29.0,0,0,34.3,11
2508,64.0,0,2,110.5,4636
4855,64.0,2,2,104.05,4405
5721,27.0,2,2,52.85,789
1965,24.0,2,0,49.55,342
6182,72.0,2,2,88.7,4347
58,34.0,1,2,24.95,5263
2528,8.0,0,0,80.1,4485
4704,1.0,2,0,61.15,4166
2629,2.0,0,0,70.7,638
97,5.0,1,0,21.05,228
5630,39.0,0,0,103.45,2864
6936,5.0,0,0,80.15,2773
3196,3.0,1,1,20.25,4648
3818,58.0,2,2,109.1,4311
2510,1.0,0,0,74.25,4763
561,3.0,1,0,23.6,5245
2484,12.0,1,0,20.5,1893
3058,17.0,0,1,55.85,5348
1585,42.0,2,1,80.45,2473
4110,70.0,2,2,67.95,3311
1590,63.0,1,2,19.35,425
296,71.0,0,2,76.05,3783
5871,24.0,2,0,55.65,640
3127,29.0,0,0,30.6,5189
5540,1.0,1,0,20.55,1401
3093,28.0,0,1,54.4,819
3933,9.0,1,0,19.7,1169
3826,0.0,1,2,25.35,0
4736,56.0,2,2,81.25,3291
3321,64.0,1,2,25.55,1063
5069,4.0,0,0,75.35,2476
2549,2.0,1,0,20.05,2420
3219,24.0,1,2,24.7,3940
3312,1.0,1,0,20.3,1396
1690,70.0,2,0,97.55,4427
6612,1.0,0,0,69.9,4558
6379,10.0,0,0,80.7,4956
1555,53.0,2,1,106.1,3983
6896,1.0,0,0,43.95,3069
1894,46.0,0,0,43.95,1415
6375,1.0,0,0,74.3,4764
3832,51.0,0,1,78.65,2838
5478,52.0,2,2,106.3,3808
6842,13.0,1,1,19.95,1909
4309,22.0,0,0,50.6,129
2319,11.0,0,0,90.6,35
651,1.0,0,0,74.6,4767
5009,66.0,2,1,115.8,4988
1594,62.0,1,2,26.0,967
1123,25.0,2,1,61.6,934
4135,36.0,2,2,92.9,2475
4431,18.0,0,0,69.8,363
5089,8.0,0,0,54.4,3374
3789,9.0,1,0,19.85,1137
2655,4.0,0,0,89.6,2664
956,71.0,1,2,25.45,1181
5318,32.0,2,2,73.6,1676
1161,1.0,0,0,31.35,2285
1015,12.0,0,1,53.65,4579
5131,44.0,0,0,96.1,3110
204,44.0,0,0,68.85,2164
5457,11.0,2,0,51.0,4002
4771,3.0,0,0,79.4,1789
3055,49.0,0,0,75.2,2673
6847,18.0,0,0,55.95,148
1598,27.0,1,2,19.55,3654
6490,26.0,1,1,19.4,3687
5873,18.0,2,0,75.4,605
6540,34.0,2,1,64.35,1456
3957,63.0,0,2,102.6,4254
3969,1.0,0,0,69.95,4559
421,7.0,0,0,69.85,3631
2995,1.0,0,0,25.25,1844
6600,3.0,2,0,29.7,5291
5300,1.0,0,0,80.05,5008
1030,50.0,0,0,69.75,2598
3700,20.0,1,0,19.4,2712
4148,29.0,1,0,19.35,4118
6879,21.0,0,0,86.05,1187
74,3.0,2,0,64.5,1126
4869,16.0,0,0,80.55,402
4134,55.0,0,0,103.65,3919
2299,48.0,2,2,55.5,1953
1802,7.0,2,2,38.55,2074
4977,24.0,1,1,20.8,3332
3998,42.0,2,0,54.5,1670
1165,25.0,1,1,19.9,3609
3947,5.0,2,0,55.8,2197
2613,1.0,0,0,80.2,5010
5971,66.0,1,2,20.0,591
3676,30.0,2,1,70.4,1451
949,35.0,1,2,20.5,4847
6621,46.0,1,2,19.4,5388
4192,23.0,1,1,20.15,2905
367,1.0,1,0,19.15,1276
6947,68.0,0,1,101.05,4475
5431,37.0,1,1,19.8,4575
6278,70.0,0,2,104.3,4687
2811,39.0,1,2,19.75,4842
3262,34.0,0,0,87.45,2110
2515,64.0,2,2,115.1,4739
4063,10.0,0,0,94.85,5381
891,50.0,0,0,103.85,3564
1171,60.0,0,1,94.4,3885
6140,3.0,1,0,19.95,3995
2729,2.0,0,0,85.7,1039
1214,19.0,0,0,86.0,841
3857,5.0,1,0,20.65,5332
2122,12.0,0,1,75.85,5182
5779,39.0,2,1,95.55,2688
5315,1.0,0,0,45.6,3206
2086,17.0,0,0,80.85,641
437,72.0,2,2,114.05,5163
4437,60.0,0,2,101.15,4146
5091,6.0,0,0,30.5,1480
852,2.0,1,0,24.85,4213
4112,59.0,2,0,99.45,3892
1190,38.0,2,1,104.85,2797
6653,28.0,0,0,29.75,4978
2660,13.0,2,0,52.1,4445
3258,1.0,0,0,24.4,1748
5712,23.0,1,0,20.3,3344
6214,44.0,1,2,20.05,5158
6448,58.0,0,1,104.65,4223
4280,64.0,1,2,19.7,444
2405,8.0,0,0,94.2,4910
4942,4.0,0,0,50.9,1627
5715,32.0,2,0,108.15,2512
5774,5.0,0,0,65.6,2481
6675,36.0,0,1,70.7,1862
4316,69.0,2,2,90.65,4274
6432,35.0,2,0,61.0,1514
7005,23.0,1,1,19.3,3441
5803,5.0,0,0,81.3,2980
489,1.0,0,0,74.35,4765
6149,1.0,0,1,25.85,1850
6434,1.0,0,0,50.5,3546
677,2.0,0,0,34.7,4215
6573,45.0,0,1,51.0,1641
5056,72.0,2,2,84.7,4038
4206,72.0,2,2,116.8,5160
249,42.0,2,1,99.0,3062
1623,54.0,0,2,97.2,3623
4200,65.0,2,2,59.95,2823
3250,11.0,1,1,20.55,1208
5595,2.0,1,0,19.4,4165
4815,38.0,0,1,70.45,1926
2237,27.0,0,1,45.85,400
6304,9.0,0,0,77.65,4673
3444,36.0,2,1,35.35,509
3643,53.0,1,1,19.05,5435
1467,23.0,0,1,73.75,1113
1993,1.0,0,0,45.7,3208
4096,20.0,2,0,89.4,1246
4168,61.0,2,2,62.15,2731
3431,24.0,0,0,101.05,1742
2157,51.0,0,1,106.8,3811
4550,72.0,1,2,26.25,1378
4036,18.0,1,0,20.25,2875
4035,52.0,0,0,93.25,3298
4237,5.0,0,0,70.05,2525
6189,72.0,2,2,91.95,4409
4132,13.0,0,0,23.9,2199
760,1.0,1,0,20.8,1406
3675,1.0,1,0,20.5,1400
6128,14.0,0,0,78.1,211
157,22.0,1,1,20.15,3002
4644,13.0,0,0,50.55,4171
3520,16.0,1,0,19.6,2311
5347,72.0,2,2,116.95,5197
4234,16.0,1,1,19.05,2397
3276,4.0,0,0,79.15,2333
1020,39.0,2,0,51.05,1464
1985,12.0,0,0,29.2,2271
1209,56.0,2,1,93.15,3688
3934,10.0,2,1,40.25,2935
6996,41.0,0,1,66.5,2033
2645,1.0,1,0,19.8,1288
6488,1.0,0,0,69.5,4550
2943,40.0,1,2,24.6,5417
460,6.0,1,0,19.65,5
2830,60.0,2,2,61.4,2653
442,54.0,2,1,114.65,4137
1006,18.0,0,0,90.1,938
5778,1.0,1,0,20.3,1396
3850,51.0,2,2,83.25,2921
5854,15.0,0,0,48.8,4691
6811,1.0,0,0,50.35,3544
3987,11.0,0,0,76.5,5136
4922,61.0,2,0,59.8,2655
2560,46.0,2,0,93.7,2977
2212,10.0,1,1,19.5,1630
981,40.0,1,2,19.6,5037
6958,13.0,1,2,19.75,1811
3213,41.0,2,1,35.4,660
120,56.0,0,1,99.8,3831
5071,1.0,0,0,75.35,4807
4500,61.0,0,1,103.9,4331
3466,72.0,1,2,25.1,1155
2856,1.0,0,0,50.15,3543
6293,21.0,1,2,19.6,2850
6253,56.0,0,0,44.85,1905
3873,51.0,2,2,34.2,1140
3422,70.0,2,2,58.35,3016
3493,2.0,0,0,46.6,5223
2250,15.0,1,1,20.1,2219
5535,55.0,2,2,85.1,3308
2241,56.0,1,2,24.95,758
3180,3.0,1,0,20.0,4258
2706,2.0,0,0,76.4,813
2815,3.0,0,0,88.35,1945
1170,72.0,2,2,114.0,5041
3688,41.0,0,0,98.05,2862
1368,54.0,2,1,84.4,3192
3125,4.0,1,0,19.0,4923
2661,66.0,2,2,47.4,2337
537,33.0,2,1,58.45,1347
1134,26.0,2,0,81.95,1467
1528,19.0,0,0,56.2,168
602,66.0,0,1,74.25,3438
2465,1.0,0,0,35.25,2558
1464,9.0,2,0,64.95,3803
3158,18.0,0,0,49.55,5234
6778,72.0,1,2,19.75,889
2381,11.0,1,1,19.5,1638
3735,2.0,0,0,84.05,542
4812,9.0,0,0,66.25,4219
2602,64.0,0,1,111.45,4710
4423,33.0,0,0,66.4,1622
2412,42.0,0,1,33.55,725
4830,54.0,2,2,74.55,3003
6901,30.0,0,1,68.95,1448
3673,42.0,0,0,101.75,3052
1522,29.0,2,0,68.85,1362
2649,64.0,1,2,25.0,906
3257,22.0,0,0,93.2,1529
1217,62.0,1,1,23.75,727
2647,2.0,1,0,20.0,2868
5604,17.0,0,0,70.8,335
4507,8.0,2,0,66.05,3963
4312,33.0,0,2,82.1,1933
5652,1.0,0,0,48.6,3401
1608,17.0,1,1,20.1,2066
2248,30.0,2,0,54.45,908
2823,39.0,1,2,20.45,4977
2950,4.0,1,0,20.2,3820
2585,37.0,1,2,19.8,5063
1309,18.0,0,0,85.2,867
6982,72.0,2,2,74.35,3681
5074,49.0,1,1,19.45,5312
3152,26.0,2,1,95.85,1823
101,1.0,1,0,19.45,1281
3478,23.0,2,1,78.55,1213
5795,39.0,2,0,106.4,2901
1602,30.0,0,0,90.25,2047
6152,16.0,0,0,93.2,896
1075,59.0,0,0,96.65,3866
4611,72.0,1,2,24.15,1128
6738,1.0,1,0,20.35,1397
3555,20.0,0,0,85.25,1086
4065,1.0,1,0,19.75,1287
3080,2.0,0,0,24.3,2742
6892,48.0,2,1,99.7,3529
3169,52.0,0,1,68.75,2547
4233,33.0,2,2,59.55,1426
477,7.0,2,0,75.7,3846
2306,3.0,0,0,69.85,1381
5323,58.0,0,1,105.2,4226
6093,71.0,0,2,47.05,2400
6163,19.0,0,0,89.1,951
4822,72.0,2,2,104.9,4838
1947,70.0,0,1,90.25,4305
1365,59.0,0,0,41.05,1803
4412,66.0,1,1,25.45,1044
4186,62.0,0,2,104.05,4394
6848,2.0,0,0,69.0,763
3548,71.0,2,1,97.65,4434
2409,28.0,0,1,60.0,1025
6976,62.0,2,2,72.0,3056
6636,10.0,2,1,70.3,4471
2863,1.0,0,0,44.6,3142
1636,48.0,1,1,24.35,236
412,29.0,0,0,74.95,1523
1962,23.0,2,1,99.95,1666
4452,70.0,2,2,86.45,4078
2493,6.0,0,0,90.75,3614
2678,30.0,1,1,19.7,4235
2024,12.0,0,1,95.7,305
331,8.0,1,1,19.2,933
6793,72.0,2,2,108.4,4909
2469,29.0,1,1,20.0,4104
5748,21.0,0,0,99.85,1384
1109,40.0,0,0,50.15,1458
4485,66.0,2,2,91.7,4151
2454,71.0,1,2,24.55,1070
5081,53.0,2,2,69.7,2705
2316,4.0,1,0,20.7,4721
2203,72.0,2,1,104.9,4823
1914,3.0,0,0,64.6,1091
5308,69.0,2,2,82.45,3856
5699,15.0,0,0,85.3,358
6190,1.0,0,0,80.5,5013
5586,27.0,1,1,19.15,3559
5051,56.0,2,0,105.35,3993
5554,63.0,1,2,20.6,476
281,10.0,0,0,51.2,3531
893,1.0,0,0,24.6,1750
6327,28.0,0,1,91.25,1827
1391,29.0,0,0,85.8,1793
3313,1.0,1,0,19.2,1277
1046,52.0,2,1,74.0,2791
5149,62.0,1,2,19.2,213
3070,6.0,2,0,50.95,2259
3511,53.0,1,2,24.6,452
148,30.0,0,1,64.5,1323
804,6.0,0,0,85.35,3463
3,45.0,2,1,42.3,1209
5002,69.0,2,2,43.95,2168
592,63.0,2,2,83.5,3781
5,8.0,0,0,99.65,5087
1130,26.0,1,2,19.15,3632
3123,16.0,0,0,69.95,333
5192,60.0,1,2,19.95,312
1306,70.0,2,1,115.55,5061
3113,36.0,0,0,95.4,2538
304,38.0,0,0,81.85,2315
6129,52.0,2,0,39.9,1434
1413,65.0,2,2,94.55,4152
3441,34.0,2,1,60.8,1449
4476,1.0,1,0,20.9,1407
2887,1.0,0,0,45.05,3199
4219,48.0,0,1,75.15,2726
4100,50.0,1,2,19.8,28
3083,60.0,1,1,23.95,806
1948,2.0,0,0,80.75,913
6790,67.0,1,2,25.6,1152
2800,20.0,1,0,20.35,3155
3252,17.0,2,1,62.1,172
6197,17.0,0,0,51.5,5276
1599,70.0,0,2,80.4,3944
4131,1.0,1,0,20.25,1395
4566,68.0,0,1,100.3,4469
6556,6.0,1,1,19.0,83
2846,2.0,2,0,62.15,224
2387,5.0,0,0,105.3,3823
4215,72.0,0,2,108.2,4937
2124,5.0,0,0,24.95,4
3285,67.0,2,2,69.2,3320
6564,5.0,1,0,20.05,5374
2975,3.0,0,0,60.65,1356
4799,10.0,1,0,19.8,1355
5660,44.0,0,1,77.55,2536
1816,1.0,1,0,19.2,1277
5049,1.0,1,0,20.2,1394
2610,39.0,0,0,30.1,232
1424,48.0,1,1,19.95,5345
6366,64.0,0,2,68.3,3116
291,35.0,2,1,61.2,1435
88,46.0,1,2,19.95,5321
1946,55.0,0,0,90.4,3604
3936,9.0,2,0,68.25,3976
4311,7.0,0,0,40.1,2148
5559,13.0,0,0,31.65,2804
156,22.0,0,0,84.15,1191
1577,17.0,0,1,98.6,1050
2388,1.0,0,0,55.45,3818
6367,70.0,2,2,48.4,2519
6322,4.0,0,0,79.0,2230
2509,72.0,1,2,25.25,1210
5495,11.0,0,0,73.85,5320
3708,11.0,1,2,20.4,1673
6110,19.0,0,0,59.8,231
4010,1.0,1,0,20.4,1398
6298,46.0,0,0,80.0,2720
3357,1.0,0,0,59.2,4044
1128,27.0,1,0,19.4,3705
1994,22.0,1,1,19.6,3019
5988,12.0,1,2,21.05,1945
5547,3.0,0,0,89.45,1755
462,4.0,0,0,101.15,2775
3940,19.0,0,0,25.15,3326
2570,30.0,0,0,94.05,2106
4945,20.0,1,2,20.05,2869
5482,33.0,0,1,73.9,1758
664,57.0,1,2,19.5,278
5796,47.0,2,2,60.0,2054
76,46.0,0,1,55.65,2003
796,31.0,0,1,81.7,1889
387,42.0,2,1,54.75,1705
3318,10.0,0,0,29.5,1891
1552,31.0,0,2,80.55,1821
5662,1.0,0,0,70.25,4598
2488,31.0,0,0,55.25,1066
5326,15.0,1,0,20.0,2115
4374,71.0,1,2,19.6,615
4969,2.0,1,0,19.85,3649
3452,1.0,0,0,44.95,3148
5044,22.0,2,0,104.6,1550
2757,69.0,2,1,84.45,4022
2728,25.0,2,1,61.05,855
2768,12.0,1,1,19.7,1931
2116,1.0,0,0,54.35,3757
2378,35.0,0,0,70.3,1766
6117,69.0,1,2,19.3,728
3742,41.0,2,0,106.5,3055
2881,31.0,2,1,64.0,1308
662,1.0,1,0,20.05,1391
4669,51.0,1,2,20.45,71
6920,27.0,1,2,19.7,3603
5639,6.0,1,0,20.65,158
3747,4.0,0,0,58.5,1619
4986,12.0,0,0,79.55,5389
2380,60.0,0,0,103.75,4090
832,70.0,2,1,74.1,3667
5025,6.0,0,0,69.8,2722
827,14.0,1,0,25.55,2701
6102,64.0,2,2,85.0,3807
2281,16.0,0,0,65.2,73
3916,2.0,0,0,69.95,696
361,41.0,0,2,98.8,2846
2079,70.0,2,0,106.05,4835
3536,1.0,0,0,79.15,4965
5351,12.0,0,1,95.5,200
1107,69.0,1,2,24.25,974
6821,18.0,0,0,99.85,1130
939,15.0,1,0,19.9,2354
2304,67.0,2,1,100.9,4460
4841,24.0,2,0,94.6,1658
4579,31.0,0,0,81.15,1963
4963,47.0,0,2,73.6,2578
4572,60.0,0,0,106.15,4320
5161,23.0,0,0,54.15,504
3118,44.0,1,1,19.5,5133
4994,18.0,2,0,96.05,1098
3644,39.0,1,2,25.0,9
4290,1.0,0,0,40.1,2866
3398,61.0,2,1,100.7,4122
4163,65.0,2,1,67.05,3075
169,16.0,1,0,20.4,2361
5882,14.0,1,2,19.7,1954
2635,63.0,1,2,25.25,877
2573,1.0,0,0,54.75,3761
3814,72.0,2,2,88.7,4263
5836,6.0,1,1,19.15,388
5565,18.0,0,0,39.05,4439
6407,15.0,0,1,56.15,5341
5112,7.0,1,0,20.05,971
5217,10.0,1,0,24.5,2011
1622,46.0,2,1,70.6,2376
2439,17.0,1,1,19.9,2414
5451,71.0,2,1,95.65,4520
2986,55.0,0,2,69.05,2766
1656,53.0,2,0,90.8,3503
1620,2.0,0,0,29.05,3145
6928,48.0,0,1,55.8,1972
2601,72.0,0,2,98.65,4665
5438,9.0,0,0,79.9,4779
2567,60.0,0,0,95.75,3964
5608,13.0,2,1,54.15,4616
4769,35.0,1,1,19.9,4423
1526,3.0,0,0,95.4,2147
3930,67.0,2,1,109.4,4714
4042,5.0,0,0,51.35,1946
3379,2.0,1,0,19.3,3139
